0,1,2,3,4,5,6,7
2019-10-11 13:26:22,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter for Android,30,0
2019-10-11 13:14:59,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter for Android,30,0
2019-10-11 13:14:42,"Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the G… https://t.co/6mporDNq3W",en,"Agona Swedru, Ghana",False,Twitter for iPhone,1,12
2019-10-11 13:11:50,@Mosmikey True oooo. This what we should be doing #legon #chalewote #Gyampo,en,,False,Twitter for iPhone,0,0
2019-10-11 13:10:36,RT @longlive_mob: #legon #gyampo #chalewote #wuremu https://t.co/lI617QpNtU,und,"Accra, Ghana",False,Twitter for iPhone,1,0
2019-10-11 13:08:18,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,Togo,False,Twitter for iPhone,30,0
2019-10-11 13:05:20,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,Ghana,False,Twitter for iPhone,30,0
2019-10-11 12:58:48,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,Wiase🌍,False,Twitter for Android,30,0
2019-10-11 12:56:13,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter Web App,30,0
2019-10-11 12:55:33,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Accra, Ghana",False,Twitter for iPhone,30,0
2019-10-11 12:54:44,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Sakumono, Ghana",False,Twitter for Android,30,0
2019-10-11 12:52:17,#legon #gyampo #chalewote #wuremu https://t.co/lI617QpNtU,und,Everywhere,False,Twitter for iPhone,1,4
2019-10-11 12:49:25,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Tema, Ghana",False,Twitter Web App,30,0
2019-10-11 12:49:12,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Accra, Ghana",False,Twitter for Android,30,0
2019-10-11 12:47:50,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,Dreamville,False,Twitter for iPhone,30,0
2019-10-11 12:43:28,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Tema, Ghana",False,Twitter for Android,30,0
2019-10-11 12:39:36,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Accra,Ghana",False,Twitter for iPhone,30,0
2019-10-11 12:37:34,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter for iPhone,30,0
2019-10-11 12:33:32,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Accra, Ghana",False,Twitter for Android,30,0
2019-10-11 12:32:58,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter for Android,30,0
2019-10-11 12:30:05,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"New York, USA",False,Twitter for iPad,30,0
2019-10-11 12:29:43,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,,False,Twitter for iPhone,30,0
2019-10-11 12:28:17,"RT @Mosmikey: We should not laugh.
We should learn.
#legon #gyampo #unilag #UNILAG #Boniface #sexforgrades #universityofghana #Coldroomexpe…",en,"Tema, Ghana",False,Twitter for Android,8,0
2019-10-11 12:26:45,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,GICEL ESTATE -ACCRA ,False,Twitter for iPhone,30,0
2019-10-11 12:26:16,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,PonchoCity,False,Twitter for iPhone,30,0
2019-10-11 12:24:27,"RT @Mosmikey: We should not laugh.
We should learn.
#legon #gyampo #unilag #UNILAG #Boniface #sexforgrades #universityofghana #Coldroomexpe…",en,"Greater Accra, Ghana",False,Twitter for iPhone,8,0
2019-10-11 12:14:46,"I want to be your side kick !, I won’t disturb you, trust me 😂😂😂

#ColdRoom wahala #legon #gyampo",en,Ghana,False,Twitter for iPhone,0,4
2019-10-11 12:11:05,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,"Kumasi, Ghana",False,Twitter for iPhone,30,0
2019-10-11 12:07:23,"RT @wofasenyo: Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the Ga communi…",en,Taifa Ghana,False,Twitter for iPhone,30,0
2019-10-11 12:06:42,"Ladies and gentlemen 
I introduce ;
Your mandem beater
The #chalewote user
#legon's finest 
Representing  all the G… https://t.co/zVCpXGBrrP",en,"Tema, Ghana",False,Twitter for Android,30,234
2019-10-11 11:52:42,RT @CheEsquire: #Gyampo Ft Shatta Wale - Violent Kiss https://t.co/n2dsVPkrvj,en,,False,Twitter for Android,39,0
2019-10-11 11:40:15,"RT @Mosmikey: We should not laugh.
We should learn.
#legon #gyampo #unilag #UNILAG #Boniface #sexforgrades #universityofghana #Coldroomexpe…",en,,False,OpenLegalEducation,8,0
2019-10-11 11:40:09,"RT @Mosmikey: We should not laugh.
We should learn.
#legon #gyampo #unilag #UNILAG #Boniface #sexforgrades #universityofghana #Coldroomexpe…",en,,False,Twitter Web App,8,0
2019-10-11 10:37:50,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,"Tamale, Ghana",False,Twitter for iPhone,57,0
2019-10-11 10:32:03,"RT @samghuy: Legon 11 : 35
And #Gyampo wept
#sexforgrades, https://t.co/omcsICxldZ",en,KNUST,False,Twitter for Android,9,0
2019-10-11 07:30:09,PROF GYAMPO LEAKED S3XTAPE AND DANGEROUS ADVICE https://t.co/QsqJsbZnBi via @YouTube #ghana #leak #sextape #gyampo #legon,en,GHANA,False,Twitter Web Client,0,0
2019-10-11 00:12:16,"RT @FemiMustapha3: Soft work.

#forex #BBCAfricaneye #ColdRoom #TuesdayThoughts #profit #forextrading #forexsignals #forexmentor #forexmark…",en,,False,Twitter for Android,1,0
2019-10-11 00:08:57,RT @CheEsquire: #Gyampo Ft Shatta Wale - Violent Kiss https://t.co/n2dsVPkrvj,en,Abu Dhabi ,False,Twitter for Android,39,0
2019-10-10 22:36:45,"RT @whatdonaldsaidd: Sooooooo 😂😂😂

Just spoke to someone who knows the crying lecturer pretty well. Use to be a pastor but walked away afte…",en,,False,Twitter for iPhone,10,0
2019-10-10 22:17:00,RT @DONGEE0244: We owe the BBC a debt of gratitude for doing diz. It's a shame that ppl are criticising them for bringing to light what our…,en,"Dansoman, Accra Ghana",False,Twitter for Android,24,0
2019-10-10 22:14:05,"RT @KinglordEhud: Surprisingly, some people are justifying Gyampo's actions. Just because there wasn't any sex scene. Making it seem as if…",en,"Dansoman, Accra Ghana",False,Twitter for Android,28,0
2019-10-10 16:55:42,"RT @whatdonaldsaidd: Sooooooo 😂😂😂

Just spoke to someone who knows the crying lecturer pretty well. Use to be a pastor but walked away afte…",en,"Houston, TX",False,Twitter for iPhone,10,0
2019-10-10 16:50:55,"RT @whatdonaldsaidd: Sooooooo 😂😂😂

Just spoke to someone who knows the crying lecturer pretty well. Use to be a pastor but walked away afte…",en,Kanto,False,Twitter for iPhone,10,0
2019-10-10 16:46:22,"RT @whatdonaldsaidd: Sooooooo 😂😂😂

Just spoke to someone who knows the crying lecturer pretty well. Use to be a pastor but walked away afte…",en,"Dallas, TX",False,Twitter Web App,10,0
2019-10-10 16:45:58,"RT @whatdonaldsaidd: Sooooooo 😂😂😂

Just spoke to someone who knows the crying lecturer pretty well. Use to be a pastor but walked away afte…",en,,False,Twitter for iPhone,10,0
2019-10-10 16:21:27,The most realistic scenario... #sexforgrades #AskManifest #aposorlove #Rapperholic2019 #innosonmotors #DrBoniface… https://t.co/Yl3MR8uchr,en,"Negros, USA",False,Twitter for Android,0,2
2019-10-10 15:15:07,RT @jtwelve__: My crush please where are you #SexForGrades #Gyampo https://t.co/1V75bh7Zmy,en,university of ghana ,False,Twitter for iPhone,10,0
2019-10-10 11:56:36,"""Co-producer of the investigative film, Mayeni Jones, has defended the sex for grades as title for the film because… https://t.co/0BfTqoOp8y",en,"Accra, Ghana",False,Twitter Web App,0,0
2019-10-10 11:52:44,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,Teshie,False,Twitter for Android,6,0
2019-10-10 09:21:52,RT @sandorzedem: Please I only want to know who did this 😂 #Ghanaians Dey play too much 😂😂 #gyampo #sexforgrades https://t.co/AKqVSwk4cF,en,"Ghana, Accra",False,Twitter Web App,2,0
2019-10-10 09:03:38,RT @Dela_vibes: Have you kissed violently before?😂  #Gyampo https://t.co/o6nx0zAvkJ,en,The Cold Room,False,Twitter for Android,1,0
2019-10-10 07:03:42,"RT @ElvisAdjeiBaff2: Africa Must Think 🇬🇭

#SexForGrades
#Gyampo
#BBCAfricaneye",en,"Accra, Ghana",False,Twitter for Android,1,0
2019-10-09 22:42:53,By now the girl who trapped Prof Gyampo is being chopped by some stupid tramadol boy in a backyard at Chorkor😂😂😂 #gyampo,en,"Kumasi, Ghana",False,Twitter for Android,0,1
2019-10-09 21:28:39,RT @sandorzedem: Please I only want to know who did this 😂 #Ghanaians Dey play too much 😂😂 #gyampo #sexforgrades https://t.co/AKqVSwk4cF,en,Ghana,False,Twitter for iPhone,2,0
2019-10-09 21:25:09,RT @banaamangh: Wait ooo Ghanaians want to see penetration and nudes before they will accept the lecturer is wrong . What a country I find…,en,"Dallas, TX",False,Twitter for iPhone,26,0
2019-10-09 21:01:13,"RT @coliongh: The lecturer forget say he be man” Rydee oo..He say “let me be your side boy “😂😂😂
What women can do.
@awww_ghostTears #Gyampo…",en,"Cape Coast, Ghana",False,Twitter for iPhone,2,0
2019-10-09 20:52:39,RT @iamKomlah: Prof #gyampo waking up and hoping yesterday was a dream... https://t.co/rvXTs6BPff,en,,False,Twitter for iPhone,37,0
2019-10-09 20:14:34,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,,False,Twitter for Android,57,0
2019-10-09 19:51:23,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,"Accra, Ghana",False,Twitter for iPhone,6,0
2019-10-09 19:28:04,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,London,False,Twitter for iPhone,6,0
2019-10-09 19:26:27,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,Antarctica,False,Twitter for iPhone,6,0
2019-10-09 19:17:33,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,"London, England",False,Twitter for iPhone,6,0
2019-10-09 19:17:12,RT @RemySpaisis: You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon @Scripp_T #gya…,en,Ghana,False,Twitter for Android,6,0
2019-10-09 19:16:52,You are in the cold room !! Lemme kiss you for a minute @elly_serwaaa @Akua_Nana_  @eli_cyfa @kwadwosheldon… https://t.co/oB2ovl6Iim,en,"London, England",False,Twitter for iPhone,6,18
2019-10-09 17:23:46,"RT @AmudaAde: @kooSebor What #Gyampo meant by, have you ever been kissed violently before? #puredrive #bepure #Ayekese https://t.co/f8YpV4x…",en,Accra,False,Twitter for Android,2,0
2019-10-09 15:57:15,"West African Universities Today:
#gyampo 
#sex4grades https://t.co/jfIp8jEtbD",en,"Accra, Ghana",False,Twitter for Android,0,1
2019-10-09 14:27:51,You’re simply dumb - #YvonneNelson spits venom on fans https://t.co/gQSw43UzAy #ghana #Sarknation #Sarkodie #gyampo #SexForGrades,en,"Accra, Ghana",False,Twitter Web Client,0,1
2019-10-09 12:40:42,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,,False,Twitter for Android,57,0
2019-10-09 12:39:25,"#Sexforgrades: I’m not surprised #Gyampo, others were caught – #UTAG President   #ghana #YearOfReturn
 https://t.co/IdMucub9Fv",en,"Accra, Ghana",False,Twitter Web Client,0,1
2019-10-09 12:01:45,RT @Tarly_Aye: #Gyampo #fuseBundle #HipHopAwards #BigMan #WhoDeManChallenge #BETCYPHER19 #coldRoom #GodMc https://t.co/xzjkOpgBif,und,South Africa,False,Twitter for Android,4,0
2019-10-09 12:01:35,RT @BDA_ltee: #Gyampo #fuseBundle #HipHopAwards #BigMan #WhoDeManChallenge #BETCYPHER19 #coldRoom #GodMc https://t.co/wM7iFz7zDs,und,South Africa,False,Twitter for Android,3,0
2019-10-09 11:43:55,Former MP shares ‘ #SexforGrades’ experience - The Independent #Ghana https://t.co/LGgGrbVl88 #gyampo #Sarkodie,en,"Accra, Ghana",False,Twitter Web Client,0,2
2019-10-09 11:34:38,@GKristodea @Reagan_Boras @Nana_k_013 #Gyampo ??,und,"Tema, Ghana",False,Twitter for iPhone,0,3
2019-10-09 11:16:04,Please I only want to know who did this 😂 #Ghanaians Dey play too much 😂😂 #gyampo #sexforgrades https://t.co/AKqVSwk4cF,en,,False,Twitter for iPhone,2,4
2019-10-09 11:04:15,"RT @DizzyImortal: If you havent streamed the positive energy e.p yet then you guys are sleeping on a great talent link below
https://t.co/g…",en,"Cape Coast, Ghana",False,Twitter for iPhone,2,0
2019-10-09 10:13:20,Lectures are holding grades in their hand to force their ways through and Yvonne Nelson is making noise that it's f… https://t.co/yxmUaFEsEa,en,,False,Twitter for Android,0,0
2019-10-09 10:02:23,RT @quame_atl: Don’t you think @sarkodie is part of this Anas team😂🤫 He spoke about Lawyers taking bribe in his “pizza and burger” song ...…,en,"Accra, Ghana",False,Twitter for iPhone,2,0
2019-10-09 09:51:30,@saudi_money @wanlov @delalinme 😂😂😂 my teacher is prof #gyampo n #boniface. All we do is kiss violently at the cold… https://t.co/gE9u4pmnWW,en,"Kumasi, Ghana",False,Twitter for iPhone,0,0
2019-10-09 08:28:17,There's something unique about #CitiCBS. It's so so addictive especially when it is interspersed with humour of 'ab… https://t.co/wbwjRlnR4L,en,Takoradi-Western Region,False,Twitter for Android,0,3
2019-10-09 07:58:23,"@ObongRoviel When you watch the video of my bro Dean telling your fiancée to off light, lock the door and kiss her… https://t.co/Lbt3Hm0FpM",en,"Greater Accra, Ghana",False,Twitter for iPhone,0,1
2019-10-09 07:30:48,"‘I’ll hold you and kiss you right here, after, all the shyness will be gone’ - #Gyampo (2019)",en,,False,Twitter for Android,0,2
2019-10-09 07:25:23,RT @confidence_mrs: @williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This is…,en,,False,Twitter for Android,6,0
2019-10-09 07:23:08,RT @confidence_mrs: @williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This is…,en,,False,Twitter for Android,6,0
2019-10-09 07:20:09,RT @Charles_obi1: @gamearenafixed1 what you do is glamorous and you keep your subscribers winning. This is my winning testimony you're the…,en,Nigeria ,False,Twitter for Android,1,0
2019-10-09 07:14:33,@gamearenafixed1 what you do is glamorous and you keep your subscribers winning. This is my winning testimony you'r… https://t.co/Wm5ZO2vVBZ,en,Nigeria,False,Twitter for Android,1,6
2019-10-09 07:12:52,RT @confidence_mrs: @williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This is…,en,,False,Twitter for Android,6,0
2019-10-09 07:10:25,RT @confidence_mrs: @williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This is…,en,,False,Twitter for Android,6,0
2019-10-09 06:58:18,RT @confidence_mrs: @williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This is…,en,THE $TR££T$ OF 🇳🇬,False,Twitter for Android,6,0
2019-10-09 06:48:13,@williamsodds01 Good morning sir. Am here to testify once again to the late games I bought yesterday afternoon.This… https://t.co/PmwtgnXTTf,en,,False,Twitter for Android,6,3
2019-10-09 06:46:52,"STOP!!! ⚠
Stop🚯 wasting your Money on predictions

Buy fixed matches from a real source.

Buy my games today change… https://t.co/i8NTvMb5h3",en,Nigeria ,False,Twitter for Android,0,2
2019-10-09 06:05:01,RT @obey_kelvin: I love all that's happening now thanks to KENNEDY AGYAPONG. Back then we'd just take these kind of exposé just as its brou…,en,HEAVEN ,False,Twitter for iPhone,20,0
2019-10-09 05:17:10,"RT @BintiSports: Harambee Starlets line up which caged Ghana 🔥. Young and daring👇
#coldroom #BigMad #Gyampo #SexForGrades #Ruto #Mariga
#Ke…",en,Emirates Stadium,False,Twitter for Arsenal,1,0
2019-10-09 05:17:05,"Harambee Starlets line up which caged Ghana 🔥. Young and daring👇
#coldroom #BigMad #Gyampo #SexForGrades #Ruto… https://t.co/O3WBJEDHBZ",en,"Nairobi, Kenya",False,Twitter for Android,1,0
2019-10-09 05:11:12,"RT @BintiSports: Starlets 🇰🇪 squeeze past Ghana  to book a date with Zambia in the fourth round 🔥🏃 👇
#TeamKenya #Ruto #Mariga #Kibra
#Kibak…",en,Emirates Stadium,False,Twitter for Arsenal,1,0
2019-10-09 05:11:07,"Starlets 🇰🇪 squeeze past Ghana  to book a date with Zambia in the fourth round 🔥🏃 👇
#TeamKenya #Ruto #Mariga #Kibra… https://t.co/iYX9GG9O84",en,"Nairobi, Kenya",False,Twitter for Android,1,0
2019-10-09 04:58:58,RT @urbanroll: (Video + Audio ) Kwaw Kese (@kwawkese) ft Zeal(@zealvvip) &amp; Samini (@Samini_Dagaati ) Unlooking (Prod by @skontigh ) https:/…,en,,False,Twitter for Android,7,0
2019-10-09 02:44:00,RT @JehdOB: @Citi973 I hope she’s not saying what Prof #Gyampo cannot be found in the #UG Anti Sexual Harassment and Misconduct Policy. Jus…,en,"Accra, Ghana",False,Twitter for Android,5,0
2019-10-09 01:18:49,RT @CheEsquire: #Gyampo Ft Shatta Wale - Violent Kiss https://t.co/n2dsVPkrvj,en,GHANA ,False,Twitter for Android,39,0
2019-10-09 00:11:18,@obroni_korkorr @Priscil45587218 @Citi973 It's because of women like you that other women continue to suffer harass… https://t.co/laUltcOVTH,en,New York,False,Twitter for Android,0,0
2019-10-08 23:48:01,"RT @kedefGh: 😂😂😂😂 @dkbghana just killed me.
I have experienced this kind of direction before.
@Kaypoisson1 come and take ur man away 

#Fus…",en,,False,Twitter for iPhone,5,0
2019-10-08 22:57:02,RT @CheEsquire: #Gyampo Ft Shatta Wale - Violent Kiss https://t.co/n2dsVPkrvj,en,Dreamville,False,Twitter for Android,39,0
2019-10-08 22:48:24,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,,False,Twitter for Android,57,0
2019-10-08 22:46:55,RT @CheEsquire: #Gyampo Ft Shatta Wale - Violent Kiss https://t.co/n2dsVPkrvj,en,,False,Twitter for Android,39,0
2019-10-08 22:41:39,RT @kofidraykem: #Gyampo 😁🔥 https://t.co/5rUOcfXmf2,und,"Accra, Ghana",False,Twitter for Android,1,0
2019-10-08 22:31:12,RT @obey_kelvin: I love all that's happening now thanks to KENNEDY AGYAPONG. Back then we'd just take these kind of exposé just as its brou…,en,,False,Twitter for iPhone,20,0
2019-10-08 22:31:05,RT @blinksdallas: Side guy pose #Gyampo https://t.co/imwd4QB7lq,en,"ACCRA, GHANA",False,Twitter for iPhone,1,0
2019-10-08 21:56:55,RT @obey_kelvin: I love all that's happening now thanks to KENNEDY AGYAPONG. Back then we'd just take these kind of exposé just as its brou…,en,,False,Twitter for Android,20,0
2019-10-08 21:53:54,RT @JehdOB: @Citi973 I hope she’s not saying what Prof #Gyampo cannot be found in the #UG Anti Sexual Harassment and Misconduct Policy. Jus…,en,Ghana,False,Twitter for Android,5,0
2019-10-08 21:38:30,RT @TeflonFlexx: Out this evening #Gyampo #sexforgrades #ColdRoom #Coldroomexperience #BBCAfricaneye https://t.co/MpXHuobiLt,en,"Accra, Ghana",False,Twitter for iPhone,13,0
2019-10-08 21:36:38,RT @TeflonFlexx: Out this evening #Gyampo #sexforgrades #ColdRoom #Coldroomexperience #BBCAfricaneye https://t.co/MpXHuobiLt,en,"Kumasi, Ghana",False,Twitter for Android,13,0
2019-10-08 21:29:41,RT @jtwelve__: My crush please where are you #SexForGrades #Gyampo https://t.co/1V75bh7Zmy,en,Legon,False,Twitter for iPhone,10,0
2019-10-08 21:20:31,RT @TeflonFlexx: Out this evening #Gyampo #sexforgrades #ColdRoom #Coldroomexperience #BBCAfricaneye https://t.co/MpXHuobiLt,en,,False,Twitter for Android,13,0
2019-10-08 21:16:26,@Miss_McNaught Gyama omo yale Mpo! #Gyampo,tl,"tema,Ghana",False,Twitter for iPhone,0,0
2019-10-08 21:08:14,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,,False,Twitter for Android,57,0
2019-10-08 20:43:56,RT @MilezKofy: #Gyampo #Anas #SoakcDi #Sexforgrade @BBCAfrica https://t.co/TtD8THiPoT,und,"Techiman, Ghana",False,Twitter for Android,1,0
2019-10-08 20:42:27,RT @Qweku_Jay: When the students refuse to enter the cold room but still want first class... Herrr wuramu #SexForGrades #ColdRoom #Coldroom…,en,Globetrotter,False,Twitter for iPhone,57,0
2019-10-08 20:37:24,"Somebody tell Yvonne Nelson that if the covered parts are really free on social media with any sense, how would a l… https://t.co/mTjjzH8Cj8",en,,False,Twitter for Android,0,5
2019-10-08 20:07:22,"RT @frankeke3: Word for the day
#TuesdayThoughts 
#ColdRoom 
#Gyampo https://t.co/jnULUM3CRh",en,"Accra, Ghana",False,Twitter for iPhone,29,0
2019-10-08 20:04:39,RT @TeflonFlexx: Out this evening #Gyampo #sexforgrades #ColdRoom #Coldroomexperience #BBCAfricaneye https://t.co/MpXHuobiLt,en,"Lagos, Nigeria",False,Twitter for Android,13,0
2019-10-08 20:02:46,https://t.co/Cb5zQUv1BG #universityofghana #Gyampo #YvonneNelson #sexforgrades #ghana,und,,False,Twitter for iPhone,0,0
2019-10-08 19:45:13,"@BBCAfrica @AyodejiOsowobi @THEAWAZI @StandtoEndRape @wfm917 This is so stupid,when will @BBCAfrica say something g… https://t.co/k6PBJuITkZ",en,"Accra, Ghana",False,Twitter for iPhone,0,0
2019-10-08 19:40:19,@thim_anaba Who said she is a student #Gyampo . Every man during an informal convo with a lady is a beast gathering… https://t.co/jZzipZx2yB,en,,False,Twitter for Android,0,0
2019-10-08 19:39:04,"@BBCAfrica @AyodejiOsowobi @THEAWAZI @StandtoEndRape @wfm917 This is so stupid, I know @BBCAfrica just want tarnish… https://t.co/GgOeQ7eWdc",en,"Accra, Ghana",False,Twitter for iPhone,0,0
2019-10-08 19:30:06,@BBCAfrica @AyodejiOsowobi @THEAWAZI @StandtoEndRape @wfm917 This is so stupid did you people want to tarnish our n… https://t.co/eprO9Qc3G8,en,"Accra, Ghana",False,Twitter for iPhone,0,0
