"name","username","time","timestamp","text","location"
"Cold Room!!!","@ShyWale","Oct 14, 2019 7:34 PM","1571078062","
  Tommy Egan is going to kill a whole lot of people.......
","Lagos"
"kay","@OlatundeOlakun1","Oct 14, 2019 7:30 PM","1571077802","
  Razormob
Coldroom
Off light
","Ikotun, Nigeria"
"Ike Bishop","@IkeBishop2","Oct 14, 2019 7:29 PM","1571077790","
  Razormob cold room
","Federal Capital Territory, Nig"
"QUDUS","@QdPaper","Oct 14, 2019 7:13 PM","1571076835","
  You don’t understand I don’t underrate people  when the sex for grade issue came out it was telling us about the cold room and all
","lagos"
"Gabriel O'Drey","@vinnydrey","Oct 14, 2019 7:13 PM","1571076785","
  Ahahahah.... let’s wait for the cleansing of our university system... I don’t want to join the league of cold room lecturers IJN....
","Abuja"
" ⚽️ ❤️ABDULSAMAD 🇳🇬 🇸🇴","@samadious3","Oct 14, 2019 7:07 PM","1571076448","
  Wetin boniface no go see for cold room
",
"teflicks","@6olaji","Oct 14, 2019 7:04 PM","1571076297","
  Cold Room https://twitter.com/genius/status/1183802166705831936 …
","Lågōś iśłåńd"
"νɑиєssɑ","@1lowSRT8","Oct 14, 2019 7:03 PM","1571076236","
  I love having a cold room now 
","with baby ♥️"
"Tomi Montana","@_TomiEl","Oct 14, 2019 6:48 PM","1571075285","
  Just watched that BBC documentary.  That cold room is bloody ridiculous
","London, England"
" ✴Lustw ℹg  ♊","@Lord_of_Saarl","Oct 14, 2019 6:40 PM","1571074834","
  With this cold room anger.... Those lecturers will take out their anger on them https://twitter.com/KanyeHansume/status/1183777342428196867 …
","House of Evander"
"UW-IT News","@UWITNews","Oct 14, 2019 6:40 PM","1571074805","
  Did you know some research data is so sensitive that it can sometimes only be accessed in a “cold room” with no way to share it? Learn how a UW Data Collaborative is changing the game on how UW researchers are sharing. https://www.washington.edu/uwit/stories/groundbreaking-data-collective-seeks-to-bring-latest-computing-tools-to-uw-research/ …pic.twitter.com/imdmsFRqDk
","University of Washington"
"Fortune Ma 幸运","@fortunedotdev","Oct 14, 2019 6:34 PM","1571074440","
  Nothing wey Boniface no go see for cold room
","leetcode, silicon valley"
"Barbie Burke","@azbarbie","Oct 14, 2019 6:24 PM","1571073865","
  Sleeping in a cold room helps you go to sleep quicker and removes stress. https://viralhatch.com/sleeping-in-a-cold-room-helps-you-go-to-sleep-quicker-and-removes-stress/ … via @MostTalkedAbou1
","33.642318,-112.213167"
"Cold Room!!!","@ShyWale","Oct 14, 2019 6:19 PM","1571073599","
  You suppose wiser than to be dropping spoilers anyhow. Olobe!
","Lagos"
"𝐈𝐌𝐀𝐈. ♞","@Zhertvaing","Oct 14, 2019 6:18 PM","1571073496","
  ✥||

ㅤㅤㅤㅤUnder the blazing sun, sweats tricked down her pale complexion. No wonder they said to be prepared. Oh, how she missed her cold room.

ㅤㅤㅤㅤShe took a step back, to think of, how can a mere boy like him even ended up in a place like 𝘵𝘩𝘢𝘵.

〃＿
","Zwei Seiten"
"Rebecca (Becky) Reese","@becky_reese17","Oct 14, 2019 6:15 PM","1571073315","
  Oh man I wish we had a room like that to walk in. I do the reverse in the summer where I step into the cold room to cool down before starting lab work!
","Wisconsin, USA"
"Prince Williams","@ATLPICS","Oct 14, 2019 6:10 PM","1571073013","
  Goldroom Atlanta 10.12 https://bit.ly/2q5Zp6z  @GRAtlanta #Goldroom #ATLnightlife #ATLevents #ATLPICS #AtlantasRoyalPhotography
","ATLANTA GA!!!"
"BLIZZY BLANCO 💨","@Blizzayyy","Oct 14, 2019 6:09 PM","1571072971","
  The la spot in Kenner venue had me thinkin I was in ATL Goldroom 
","blizzygotbandz."
"Doc Mustachery","@LeBlueMeatball","Oct 14, 2019 6:03 PM","1571072630","
  If it's too cold for sprinklers a real inspection, (they're often allowed to do their own), would require hot water. Plus a cold room is metal and concrete... 
","Montana, USA"
"ReBirth 🌻 🌻 🌻 🌻","@stroman55","Oct 14, 2019 6:02 PM","1571072539","
  I told this Lady I’m going to Goldroom to find a gf .... She say what day so I can blow the place up 
",
"Ash","@bangtanchai_","Oct 14, 2019 5:53 PM","1571072016","
  Is there anything better than entering your cold room and dozing off after a long day...
","India"
